Pickup Location,Drop Location,Ride Distance,Booking Value,Avg Customer Arrival Time,Driver Ratings,Avg Vehicle Arrival Time,Customer Rating,Hour,Cancelled by Customer,Cancelled by Driver,Completed,Incomplete,No Driver Found,Auto,Bike,Go Mini,Go Sedan,Premier Sedan,Uber XL,eBike,Cash,Credit Card,Debit Card,UPI,Uber Wallet,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep
897,803,23.67,362.705,7.83,4.04,2.66,2.5,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
800,3484,2.1,50.87,3.87,4.22,1.86,4.21,21,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5774,3484,19.93,362.705,5.52,4.4,2.3,4.62,18,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
742,4870,2.45,49.82,3.22,4.03,3.0,4.02,9,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3716,802,3.32,45.96,3.27,3.84,2.91,3.8,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
813,802,26.93,362.705,4.73,3.95,2.63,3.81,16,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
813,808,6.64,89.94,5.0,3.96,3.28,3.72,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
795,747,0.43,32.61,3.92,4.4,2.61,4.55,21,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5202,5670,3.13,106.93,4.44,4.45,1.53,4.71,19,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
795,773,7.51,91.0,2.43,4.04,3.67,4.29,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
780,765,3.46,74.09,3.07,4.04,2.55,4.07,19,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5175,781,14.39,89.94,3.58,3.64,2.02,3.6,9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
740,5174,7.56,127.61,4.18,4.31,3.39,4.3,19,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
793,5481,26.93,362.705,3.55,4.57,3.8,4.67,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5117,783,0.43,32.61,3.65,4.44,1.61,4.59,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
749,5481,6.96,113.25,2.8,4.18,2.1,3.98,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3600,5670,26.93,362.705,5.91,4.27,2.63,4.53,8,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5117,760,6.93,130.11,4.12,4.04,2.66,4.23,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
784,5670,5.99,89.81,3.55,4.34,2.5,4.41,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
745,3479,10.83,164.9,8.48,3.1,5.1,2.47,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5592,781,5.0,88.71,3.83,4.45,2.67,4.44,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
769,799,21.67,142.38,3.96,4.25,3.46,4.45,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
719,827,4.9,46.74,4.54,4.04,1.59,4.29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5117,825,5.69,87.39,8.01,3.34,7.7,2.68,7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4744,4966,1.3,32.61,6.15,3.64,6.76,2.8,7,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
784,5174,11.05,110.92,4.09,3.41,5.84,2.55,15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
749,781,1.04,32.88,3.89,4.29,1.28,4.39,12,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
750,802,0.58,32.61,3.98,4.04,1.57,4.0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3534,4027,1.71,362.705,3.02,4.44,2.32,4.7,23,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
777,3490,3.72,89.94,3.52,3.8,1.94,3.92,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3716,4870,0.83,41.8,8.6,3.19,6.42,2.39,18,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5774,786,12.41,279.61,2.82,4.54,2.11,4.78,17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
789,802,6.79,94.99,4.01,3.87,1.5,4.14,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5592,779,2.38,55.72,2.82,4.02,2.97,3.8,9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5592,780,6.78,82.88,2.8,4.09,2.17,4.14,16,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
783,754,3.8,82.88,3.29,4.18,1.28,4.53,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3600,5481,11.19,95.23,6.85,3.42,5.58,2.58,12,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
780,4464,0.99,53.16,3.38,4.45,2.52,4.72,19,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
749,759,6.28,151.88,5.53,4.43,1.89,4.67,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
750,802,12.04,89.94,5.72,3.38,2.06,3.42,21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3546,4464,7.11,87.85,3.91,3.78,2.99,3.91,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4733,758,21.87,362.705,4.83,4.31,2.66,4.5,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
778,802,4.41,53.59,3.99,4.22,1.53,4.19,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
766,767,0.43,35.62,3.67,3.72,2.45,3.91,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
758,768,2.08,54.68,2.43,4.3,2.23,4.46,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5592,4870,11.37,249.47,3.48,4.3,2.67,4.58,8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
774,810,4.78,82.87,4.27,3.98,2.27,4.05,17,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
757,760,23.55,247.61,4.3,4.12,2.77,4.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4130,4870,0.43,32.61,2.93,4.0,2.38,4.25,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
795,767,9.62,115.39,4.04,3.74,2.19,3.9,13,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
812,4870,0.87,38.0,2.86,3.82,7.05,3.13,22,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
800,3484,11.12,142.16,3.38,4.46,1.3,4.46,10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
770,4027,3.57,75.7,4.16,3.68,2.49,3.73,17,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3716,4901,3.29,89.94,4.79,4.19,2.66,4.28,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
784,797,0.43,32.61,9.02,3.87,5.18,3.52,6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2499,2773,0.43,32.61,6.41,4.04,5.21,3.0,12,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
800,5174,5.57,112.86,3.85,4.43,2.31,4.37,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
760,4966,2.89,81.52,5.58,3.76,7.75,3.07,17,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
745,789,11.91,266.8,5.12,4.4,1.28,4.81,6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4744,824,7.97,99.56,2.64,4.32,1.76,4.55,16,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5202,786,22.86,324.77,5.62,3.83,3.5,3.88,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5774,833,9.62,106.67,5.1,3.78,1.88,3.86,16,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
785,4027,6.86,123.48,4.58,4.48,3.2,4.51,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4744,818,1.25,35.77,3.19,4.14,1.7,4.22,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2707,4901,16.43,89.94,5.73,3.73,2.01,3.96,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
801,2773,4.25,73.64,3.74,3.76,2.52,3.53,18,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
751,785,22.83,207.99,7.24,3.3,5.91,2.71,19,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4744,4027,8.24,362.705,4.43,3.63,2.27,3.75,17,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5774,5481,6.64,122.19,4.15,4.38,3.23,4.31,17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
782,4870,16.07,226.14,3.69,4.18,1.28,4.35,18,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
811,4464,2.98,83.31,4.16,4.57,2.18,4.8,17,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2730,4464,1.83,36.63,9.46,2.98,7.57,2.05,21,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
778,789,5.89,67.64,4.63,4.04,3.7,4.03,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
755,807,8.94,81.26,3.58,3.67,3.92,3.42,11,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
798,791,7.21,99.84,8.93,3.29,7.29,2.33,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5175,5481,0.43,32.61,3.51,4.08,2.36,4.09,11,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4733,4870,0.52,32.61,2.87,4.23,2.33,4.29,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5117,827,9.9,143.98,3.67,4.03,2.72,4.13,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2499,809,11.71,136.0,4.39,4.55,3.01,4.32,15,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5774,3584,9.49,85.07,8.97,3.05,6.15,2.33,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
698,5174,8.29,79.44,5.48,3.72,6.94,3.06,13,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
759,806,0.43,36.36,2.43,4.18,2.86,4.44,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
772,4901,5.52,60.16,3.85,4.19,2.52,4.11,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
774,796,9.85,362.705,4.87,4.12,2.66,4.06,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5117,707,26.93,267.19,4.62,4.26,1.99,4.5,16,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
763,816,3.97,50.51,9.46,3.06,5.34,2.44,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3534,707,5.02,64.16,5.5,3.83,2.52,3.8,22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4733,781,14.34,260.68,4.24,4.3,3.42,4.4,16,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
760,4870,4.52,89.94,9.19,4.99,7.75,2.52,19,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3716,781,3.03,61.92,3.22,4.1,2.57,4.34,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
780,779,10.8,139.32,5.4,4.25,1.43,4.28,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3600,773,24.71,269.44,4.62,3.99,1.54,4.24,23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
698,767,20.67,218.56,3.01,3.89,1.96,4.06,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5774,3490,0.51,38.9,9.42,3.33,4.59,3.1,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
788,775,1.29,41.04,4.66,4.28,2.29,4.3,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
783,763,9.78,140.06,7.38,3.56,5.29,3.11,16,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
793,769,13.91,195.21,3.5,3.89,2.7,4.0,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
769,4901,4.26,86.0,4.4,4.11,2.6,4.24,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5592,2773,1.27,36.49,2.43,4.13,2.66,4.09,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4733,754,4.58,55.89,2.43,4.08,2.36,4.25,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5117,4870,0.43,32.61,2.62,4.15,2.57,4.07,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
745,2583,9.38,269.14,3.74,4.63,2.83,4.83,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
790,710,6.32,76.18,4.31,4.26,1.86,4.54,17,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
783,779,8.03,96.87,2.7,4.43,1.58,4.11,18,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
800,4870,26.93,346.23,6.01,3.04,4.73,2.51,9,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
770,5174,22.31,362.705,2.91,4.45,2.16,4.81,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5592,802,7.74,99.29,3.98,3.72,7.75,2.41,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
768,779,1.49,37.69,4.87,3.21,4.45,2.7,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4744,790,23.7,362.705,3.95,4.4,2.74,4.73,7,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
813,806,7.62,101.11,7.44,5.0,7.75,2.53,13,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
800,786,3.59,43.77,7.71,3.16,6.78,2.22,6,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
763,778,3.04,56.48,7.5,3.54,6.7,2.71,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5592,4464,12.88,196.39,3.27,4.42,3.19,4.35,9,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
772,803,4.41,94.97,3.48,4.13,3.21,4.02,19,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
784,2583,0.62,32.61,2.56,4.24,1.73,4.49,12,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
763,4966,6.15,149.17,8.28,3.67,4.06,3.54,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
746,791,1.53,37.55,5.03,3.83,2.2,3.85,16,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4744,4901,6.64,93.61,3.38,3.98,3.0,3.95,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5592,2773,2.46,77.14,3.18,4.5,2.66,5.0,22,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
834,2583,6.06,80.99,4.17,3.83,2.32,3.77,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5117,5481,6.42,122.26,4.45,4.19,1.48,4.67,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763,3584,16.31,273.7,9.46,3.38,4.3,2.78,21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
800,743,26.06,261.66,4.27,4.04,3.64,3.87,21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
778,873,5.65,101.18,3.54,4.38,2.38,4.36,8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4130,5481,2.75,85.79,3.66,4.66,1.28,5.0,7,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2499,766,5.94,106.35,2.47,4.42,2.81,4.2,20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
768,732,4.36,53.53,9.46,4.04,3.75,2.57,23,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
760,771,1.6,41.15,4.29,4.26,1.68,4.38,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3600,775,3.52,59.8,3.96,4.41,3.08,4.75,21,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
811,819,2.89,362.705,3.23,4.35,1.95,4.42,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
794,752,3.51,45.43,4.12,4.08,1.28,4.19,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5117,5670,0.62,41.38,3.79,4.15,3.0,4.26,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
790,758,26.93,194.77,3.73,4.19,2.36,4.21,16,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
810,4464,8.51,182.0,7.49,3.41,6.91,2.45,20,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
784,4464,4.14,59.86,3.76,3.54,1.74,3.33,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
795,783,0.43,32.61,5.39,3.5,5.03,3.02,15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4130,2583,8.31,146.05,3.96,4.46,2.51,4.74,14,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
794,758,17.9,137.72,4.78,4.17,1.86,4.33,12,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5175,2583,4.18,81.27,2.59,4.36,2.66,4.56,17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
771,5174,5.76,101.16,3.01,4.1,1.92,4.49,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4744,5174,14.63,158.41,3.89,3.95,1.74,4.0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
772,2740,18.35,134.96,5.65,3.74,2.73,3.58,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
703,4870,1.64,39.66,3.32,3.65,2.66,3.67,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
749,3484,2.57,66.07,4.85,4.01,1.59,4.23,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
770,4870,0.76,38.18,7.2,3.48,7.58,2.77,14,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2730,796,2.97,73.61,3.97,4.4,1.89,4.77,8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
772,819,13.78,128.27,9.46,3.34,4.81,2.77,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761,5481,5.52,89.94,4.15,4.16,2.85,3.86,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5117,769,4.03,87.24,3.79,4.07,2.66,4.37,15,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4733,4966,6.72,122.8,3.93,4.12,3.05,4.07,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5202,3584,2.6,46.02,3.47,3.74,1.81,3.87,23,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5774,3490,16.32,217.34,4.49,4.22,1.45,4.3,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
797,784,3.09,98.25,3.75,4.36,1.95,4.52,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4733,4901,5.3,78.5,4.41,3.9,2.56,4.01,16,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
791,4464,17.42,221.12,2.83,3.98,2.45,4.04,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
